XDATE;FDAX
199710061632;4346.05
199710061633;4345.82
199710061634;4340.29
199710061635;4342.28
199710061636;4341.98
199710061637;4344.63
199710061638;4345.62
199710061639;4348.55
199710061640;4349.51
199710061641;4348.89
199710061642;4349.18
199710061643;4351.91
199710061644;4352.21
199710061645;4352.36
199710061646;4352.77
199710061647;4351.98
199710061648;4350.23
199710061649;4350.86
199710061650;4351.71
199710061651;4347.61
199710061652;4349.60
199710061653;4353.13
199710061654;4354.19
199710061655;4354.41
199710061656;4355.95
199710061657;4355.03
199710061658;4355.36
199710061659;4353.59
199710070834;4352.07
199710070835;4353.89
199710070836;4355.38
199710070837;4351.90
199710070838;4353.62
199710070839;4353.83
199710070840;4355.09
199710070841;4356.04
199710070842;4358.07
199710070843;4358.78
199710070844;4355.77
199710070845;4354.72
199710070846;4355.30
199710070847;4354.36
199710070848;4355.36
199710070849;4353.39
199710070850;4350.05
199710070851;4348.60
199710070852;4346.74
199710070853;4345.53
199710070854;4347.88
199710070855;4349.27
199710070856;4348.44
199710070857;4348.55
199710070858;4348.40
199710070859;4348.29
199710070900;4349.00
199710070901;4350.54
199710070902;4350.00
199710070903;4348.31
199710070904;4347.26
199710070905;4345.44
199710070906;4344.63
199710070907;4346.35
199710070908;4347.50
199710070909;4343.67
199710070910;4343.91
199710070911;4342.95
199710070912;4341.15
199710070913;4339.73
199710070914;4342.13
199710070915;4343.19
199710070916;4344.98
199710070917;4344.15
199710070918;4342.67
199710070919;4342.20
199710070920;4340.86
199710070921;4336.56
199710070922;4337.31
199710070923;4335.21
199710070924;4334.38
199710070925;4335.44
199710070926;4335.79
199710070927;4335.00
199710070928;4336.07
199710070929;4334.16
199710070930;4333.02
199710070931;4334.82
199710070932;4336.08
199710070933;4336.00
199710070934;4336.56
199710070935;4338.52
199710070936;4339.25
199710070937;4337.84
199710070938;4338.00
199710070939;4338.50
199710070940;4339.94
199710070941;4340.83
199710070942;4340.94
199710070943;4342.00
199710070944;4343.46
199710070945;4341.97
199710070946;4341.69
199710070947;4341.17
199710070948;4340.86
199710070949;4341.71
199710070950;4342.14
199710070951;4343.26
199710070952;4344.50
199710070953;4344.37
199710070954;4344.87
199710070955;4344.30
199710070956;4342.50
199710070957;4340.12
199710070958;4339.17
199710070959;4339.14
199710071000;4340.50
199710071001;4340.00
199710071002;4340.17
199710071003;4339.04
199710071004;4341.33
199710071005;4342.53
199710071006;4343.00
199710071007;4344.07
199710071008;4343.40
199710071009;4344.95
199710071010;4345.56
199710071011;4347.50
199710071012;4348.74
199710071013;4350.63
199710071014;4352.59
199710071015;4352.12
199710071016;4354.56
199710071017;4358.14
199710071018;4355.77
199710071019;4356.90
199710071020;4358.66
199710071021;4357.69
199710071022;4357.03
199710071023;4354.70
199710071024;4354.09
199710071025;4354.87
199710071026;4355.12
199710071027;4357.07
199710071028;4357.45
199710071029;4363.01
199710071030;4367.00
199710071031;4370.09
199710071032;4370.18
199710071033;4373.08
199710071034;4374.41
199710071035;4375.45
199710071036;4372.60
199710071037;4371.09
199710071038;4370.25
199710071039;4370.67
199710071040;4370.35
199710071041;4371.56
199710071042;4370.46
199710071043;4368.46
199710071044;4367.19
199710071045;4365.89
199710071046;4364.99
199710071047;4365.31
199710071048;4367.04
199710071049;4366.76
199710071050;4366.80
199710071051;4367.09
199710071052;4368.31
199710071053;4368.12
199710071054;4369.74
199710071055;4370.49
199710071056;4370.32
199710071057;4370.03
199710071058;4370.50
199710071059;4370.00
199710071100;4369.75
199710071101;4368.29
199710071102;4368.00
199710071103;4368.27
199710071104;4368.90
199710071105;4370.75
199710071106;4368.18
199710071107;4366.88
199710071108;4366.00
199710071109;4364.62
199710071110;4364.93
199710071111;4363.43
199710071112;4363.74
199710071113;4364.90
199710071114;4363.93
199710071115;4364.68
199710071116;4364.91
199710071117;4365.00
199710071118;4365.23
199710071119;4366.97
199710071120;4368.71
199710071121;4370.11
199710071122;4368.65
199710071123;4371.23
199710071124;4371.43
199710071125;4372.00
199710071126;4371.25
199710071127;4369.76
199710071128;4368.68
199710071129;4367.60
199710071130;4367.50
199710071131;4367.95
199710071132;4369.00
199710071133;4369.50
199710071134;4369.73
199710071135;4369.20
199710071136;4370.08
199710071137;4370.50
199710071138;4372.53
199710071139;4373.79
199710071140;4371.49
199710071141;4369.25
199710071142;4369.00
199710071143;4368.00
199710071144;4369.73
199710071145;4370.00
199710071146;4369.64
199710071147;4369.70
199710071148;4370.50
199710071149;4370.00
199710071150;4369.26
199710071151;4369.78
199710071152;4369.00
199710071153;4368.54
199710071154;4367.62
199710071155;4368.00
199710071156;4369.18
199710071157;4368.75
199710071158;4369.68
199710071159;4371.03
199710071200;4371.62
199710071201;4370.67
199710071202;4369.92
199710071203;4370.00
199710071204;4371.30
199710071205;4370.97
199710071206;4370.41
199710071207;4369.21
199710071208;4370.00
199710071209;4370.33
199710071210;4369.50
199710071211;4369.50
199710071212;4369.91
199710071213;4370.07
199710071214;4371.06
199710071215;4370.74
199710071216;4370.35
199710071217;4370.24
199710071218;4371.71
199710071219;4371.33
199710071220;4371.82
199710071221;4372.89
199710071222;4372.12
199710071223;4369.61
199710071224;4369.61
199710071225;4368.99
199710071226;4369.34
199710071227;4369.57
199710071228;4369.55
199710071229;4369.49
199710071230;4369.96
199710071231;4368.09
199710071232;4367.91
199710071233;4368.36
199710071234;4371.70
199710071235;4370.85
199710071236;4369.77
199710071237;4372.14
199710071238;4374.33
199710071239;4374.24
199710071240;4375.10
199710071241;4374.70
199710071242;4373.70
199710071243;4371.53
199710071244;4371.40
199710071245;4370.23
199710071246;4368.69
199710071247;4368.01
199710071248;4368.07
199710071249;4366.10
199710071250;4363.88
199710071251;4360.94
199710071252;4358.91
199710071253;4360.24
199710071254;4360.41
199710071255;4357.70
199710071256;4354.64
199710071257;4352.81
199710071258;4355.66
199710071259;4356.34
199710071300;4354.83
199710071301;4354.05
199710071302;4352.68
199710071303;4354.00
199710071304;4354.90
199710071305;4355.22
199710071306;4352.38
199710071307;4349.20
199710071308;4349.39
199710071309;4346.89
199710071310;4345.08
199710071311;4345.71
199710071312;4347.33
199710071313;4347.03
199710071314;4346.28
199710071315;4347.53
199710071316;4345.54
199710071317;4344.50
199710071318;4343.93
199710071319;4343.93
199710071320;4344.63
199710071321;4341.99
199710071322;4340.93
199710071323;4339.86
199710071324;4338.09
199710071325;4338.07
199710071326;4339.92
199710071327;4340.79
199710071328;4340.46
199710071329;4340.06
199710071330;4338.35
199710071331;4339.74
199710071332;4340.90
199710071333;4340.26
199710071334;4340.59
199710071335;4340.13
199710071336;4339.08
199710071337;4339.58
199710071338;4340.19
199710071339;4337.43
199710071340;4334.89
199710071341;4334.00
199710071342;4338.52
199710071343;4337.86
199710071344;4338.67
199710071345;4340.12
199710071346;4338.16
199710071347;4336.92
199710071348;4337.50
199710071349;4336.96
199710071350;4335.36
199710071351;4334.64
199710071352;4332.25
199710071353;4334.18
199710071354;4334.37
199710071355;4335.32
199710071356;4334.17
199710071357;4332.44
199710071358;4334.56
199710071359;4331.77
199710071400;4333.64
199710071401;4334.67
199710071403;4329.63
199710071404;4322.96
199710071405;4318.71
199710071406;4321.34
199710071407;4323.55
199710071408;4324.61
199710071409;4324.90
199710071410;4324.79
199710071411;4324.81
199710071412;4323.89
199710071413;4320.62
199710071414;4320.28
199710071415;4320.03
199710071416;4321.45
199710071417;4319.33
199710071418;4319.67
199710071419;4320.01
199710071420;4318.25
199710071421;4320.40
199710071422;4318.57
199710071423;4320.56
199710071424;4315.56
199710071425;4316.17
199710071426;4316.16
199710071427;4315.91
199710071428;4309.16
199710071429;4311.55
199710071430;4310.28
199710071431;4308.95
199710071432;4311.33
199710071433;4312.97
199710071434;4310.50
199710071435;4310.03
199710071436;4309.80
199710071437;4309.25
199710071438;4304.52
199710071439;4301.31
199710071440;4298.00
199710071441;4298.98
199710071442;4300.36
199710071443;4299.16
199710071444;4299.96
199710071445;4300.40
199710071446;4304.14
199710071447;4305.14
199710071448;4300.47
199710071449;4298.16
199710071450;4298.07
199710071451;4297.80
199710071452;4297.53
199710071453;4296.64
199710071454;4294.40
199710071455;4289.68
199710071456;4288.74
199710071457;4294.44
199710071458;4295.26
199710071459;4295.73
199710071500;4291.38
199710071501;4295.87
199710071502;4297.95
199710071503;4300.53
199710071504;4303.96
199710071505;4305.31
199710071506;4311.15
199710071507;4311.53
199710071508;4312.85
199710071509;4314.49
199710071510;4314.84
199710071511;4317.42
199710071512;4317.67
199710071513;4317.61
199710071514;4313.54
199710071515;4316.86
199710071516;4313.86
199710071517;4314.05
199710071518;4315.66
199710071519;4319.03
199710071520;4321.02
199710071521;4320.91
199710071522;4319.98
199710071523;4317.88
199710071524;4318.31
199710071525;4317.83
199710071526;4316.35
199710071527;4317.71
199710071528;4319.67
199710071529;4320.83
199710071530;4321.27
199710071531;4320.69
199710071532;4323.21
199710071533;4323.85
199710071534;4320.89
199710071535;4323.07
199710071536;4323.36
199710071537;4321.53
199710071538;4320.69
199710071539;4320.06
199710071540;4317.93
199710071541;4316.70
199710071542;4315.46
199710071543;4316.03
199710071544;4314.76
199710071545;4315.56
199710071546;4317.08
199710071547;4318.93
199710071548;4316.93
199710071549;4313.70
199710071550;4313.19
199710071551;4313.58
199710071552;4311.14
199710071553;4307.12
199710071554;4305.75
199710071555;4301.61
199710071556;4301.38
199710071557;4302.68
199710071558;4302.08
199710071559;4304.02
199710071600;4303.90
199710071601;4302.30
199710071602;4304.32
199710071603;4304.43
199710071604;4307.90
199710071605;4314.88
199710071606;4314.85
199710071607;4313.12
199710071608;4309.70
199710071609;4307.18
199710071610;4306.29
199710071611;4307.72
199710071612;4307.56
199710071613;4310.12
199710071614;4310.61
199710071615;4313.88
199710071616;4316.65
199710071617;4318.50
199710071618;4320.69
199710071619;4321.78
199710071620;4322.50
199710071621;4324.16
199710071622;4326.18
199710071623;4325.12
199710071624;4329.67
199710071625;4331.19
199710071626;4329.87
199710071627;4328.55
199710071628;4329.76
199710071629;4328.73
199710071630;4329.26
199710071631;4328.50
199710071632;4327.69
199710071633;4328.00
199710071634;4329.86
199710071635;4329.47
199710071636;4326.24
199710071637;4327.73
199710071638;4329.19
199710071639;4332.07
199710071640;4332.71
199710071641;4335.96
199710071642;4337.59
199710071643;4336.71
199710071644;4335.36
199710071645;4337.31
199710071646;4339.96
199710071647;4342.69
199710071648;4343.17
199710071649;4344.38
199710071650;4345.53
199710071651;4345.10
199710071652;4340.96
199710071653;4341.11
199710071654;4342.47
199710071655;4343.00
199710071656;4343.67
199710071657;4341.29
199710071658;4341.36
199710071659;4338.35
199710080838;4385.37
199710080839;4388.25
199710080840;4381.95
199710080841;4380.26
199710080842;4382.64
199710080843;4380.52
199710080844;4369.54
199710080845;4371.48
199710080846;4374.26
199710080847;4374.25
199710080848;4376.43
199710080849;4374.68
199710080850;4372.37
199710080851;4373.10
199710080852;4375.02
199710080853;4372.29
199710080854;4371.50
199710080855;4368.97
199710080856;4368.03
199710080857;4368.68
199710080858;4369.10
199710080859;4367.18
199710080900;4368.28
199710080901;4367.95
199710080902;4365.59
199710080903;4365.58
199710080904;4366.44
199710080905;4368.13
199710080906;4366.05
199710080907;4363.31
199710080908;4365.52
199710080909;4368.53
199710080910;4371.40
199710080911;4374.19
199710080912;4373.54
199710080913;4371.86
199710080914;4369.35
199710080915;4368.70
199710080916;4369.08
199710080918;4371.25
199710080919;4372.78
199710080920;4375.37
199710080921;4376.75
199710080922;4376.55
199710080923;4375.20
199710080924;4374.77
199710080925;4374.27
199710080926;4374.88
199710080927;4375.64
199710080928;4377.81
199710080929;4377.42
199710080930;4377.28
199710080931;4376.55
199710080932;4375.72
199710080933;4373.87
199710080934;4372.19
199710080935;4374.18
199710080936;4375.96
199710080937;4375.31
199710080938;4375.53
199710080939;4377.32
199710080940;4377.18
199710080941;4376.71
199710080942;4375.28
199710080943;4376.30
199710080944;4379.42
199710080945;4378.62
199710080946;4377.77
199710080947;4376.36
199710080948;4375.33
199710080949;4376.29
199710080950;4377.79
199710080951;4378.34
199710080952;4377.59
199710080953;4377.50
199710080954;4377.50
199710080955;4378.11
199710080956;4380.33
199710080957;4381.00
199710080958;4382.86
199710080959;4381.17
199710081000;4380.27
199710081001;4379.10
199710081002;4377.86
199710081003;4377.56
199710081004;4376.03
199710081005;4376.77
199710081006;4376.76
199710081007;4376.42
199710081008;4375.54
199710081009;4374.66
199710081010;4373.44
199710081011;4373.48
199710081012;4371.73
199710081013;4372.70
199710081014;4373.00
199710081015;4374.07
199710081016;4373.67
199710081017;4372.56
199710081018;4373.02
199710081019;4374.96
199710081020;4374.93
199710081021;4375.50
199710081022;4374.62
199710081023;4375.68
199710081024;4376.00
199710081025;4376.50
199710081026;4376.83
199710081027;4376.00
199710081028;4375.07
199710081029;4371.19
199710081030;4369.37
199710081031;4368.74
199710081032;4368.04
199710081033;4365.99
199710081034;4365.19
199710081035;4367.55
199710081036;4368.60
199710081037;4368.55
199710081038;4369.90
199710081039;4368.79
199710081040;4370.87
199710081041;4370.65
199710081042;4369.95
199710081043;4369.00
199710081044;4370.50
199710081045;4370.55
199710081046;4370.63
199710081047;4371.29
199710081048;4371.19
199710081049;4369.96
199710081050;4368.66
199710081051;4368.14
199710081052;4367.61
199710081053;4366.20
199710081054;4365.91
199710081055;4357.29
199710081056;4350.60
199710081057;4352.95
199710081058;4354.74
199710081059;4354.77
199710081100;4355.96
199710081101;4357.71
199710081102;4359.31
199710081103;4359.00
199710081104;4358.94
199710081105;4358.17
199710081106;4357.43
199710081107;4356.90
199710081108;4358.29
199710081109;4358.79
199710081110;4357.00
199710081111;4357.42
199710081112;4360.36
199710081113;4360.67
199710081114;4362.35
199710081115;4364.54
199710081116;4365.23
199710081117;4364.59
199710081118;4365.79
199710081119;4365.61
199710081120;4366.61
199710081121;4365.50
199710081122;4364.58
199710081123;4362.98
199710081124;4363.33
199710081125;4365.46
199710081126;4366.76
199710081127;4366.33
199710081128;4364.58
199710081129;4364.41
199710081130;4364.17
199710081131;4364.60
199710081132;4363.65
199710081133;4362.05
199710081134;4360.49
199710081135;4362.04
199710081136;4361.17
199710081137;4359.96
199710081138;4359.12
199710081139;4359.17
199710081140;4357.80
199710081141;4358.88
199710081142;4358.00
199710081143;4358.47
199710081144;4360.58
199710081145;4364.11
199710081146;4364.25
199710081147;4362.82
199710081148;4361.84
199710081149;4363.97
199710081150;4364.59
199710081151;4364.25
199710081152;4362.79
199710081154;4362.44
199710081155;4361.00
199710081156;4359.96
199710081157;4357.36
199710081158;4357.06
199710081159;4357.73
199710081200;4357.94
199710081201;4357.25
199710081202;4355.35
199710081203;4355.10
199710081204;4352.63
199710081205;4353.09
199710081206;4354.45
199710081207;4354.25
199710081208;4353.17
199710081209;4352.27
199710081210;4351.88
199710081211;4352.07
199710081212;4354.15
199710081213;4355.50
199710081214;4355.33
199710081215;4355.83
199710081216;4357.14
199710081217;4357.00
199710081218;4356.71
199710081219;4356.40
199710081220;4357.00
199710081221;4357.68
199710081222;4359.55
199710081223;4360.06
199710081224;4359.58
199710081225;4359.85
199710081226;4359.75
199710081227;4360.04
199710081228;4359.19
199710081229;4359.98
199710081230;4359.53
199710081231;4358.21
199710081232;4357.75
199710081233;4357.12
199710081234;4354.91
199710081235;4351.10
199710081236;4349.62
199710081237;4347.95
199710081238;4346.65
199710081239;4348.01
199710081240;4348.95
199710081241;4349.30
199710081242;4349.95
199710081243;4350.00
199710081244;4350.46
199710081245;4349.83
199710081246;4350.50
199710081247;4348.90
199710081248;4347.75
199710081249;4349.38
199710081250;4350.45
199710081251;4350.21
199710081252;4352.61
199710081253;4354.69
199710081254;4355.17
199710081255;4356.17
199710081256;4356.54
199710081257;4356.33
199710081258;4359.26
199710081259;4362.03
199710081300;4365.56
199710081301;4365.40
199710081302;4364.65
199710081303;4363.33
199710081304;4363.55
199710081305;4364.50
199710081306;4365.10
199710081307;4365.78
199710081308;4366.44
199710081309;4365.23
199710081310;4364.05
199710081311;4363.23
199710081312;4361.93
199710081313;4361.31
199710081314;4361.27
199710081315;4363.26
199710081316;4364.86
199710081317;4365.74
199710081318;4367.74
199710081319;4369.28
199710081320;4368.08
199710081321;4369.10
199710081322;4368.76
199710081323;4366.88
199710081324;4366.47
199710081325;4365.89
199710081326;4366.94
199710081327;4366.67
199710081328;4370.81
199710081329;4371.97
199710081330;4370.61
199710081331;4370.57
199710081332;4368.34
199710081333;4369.97
199710081334;4370.29
199710081335;4367.75
199710081336;4365.68
199710081337;4363.54
199710081338;4363.50
199710081339;4363.40
199710081340;4363.00
199710081341;4365.07
199710081342;4366.25
199710081343;4365.94
199710081344;4361.58
199710081345;4358.54
199710081346;4357.64
199710081347;4356.54
199710081348;4359.06
199710081349;4361.71
199710081351;4361.00
199710081352;4361.93
199710081353;4359.42
199710081354;4358.88
199710081355;4359.05
199710081356;4360.23
199710081357;4361.67
199710081358;4363.62
199710081359;4366.00
199710081400;4364.28
199710081401;4360.31
199710081402;4358.92
199710081403;4357.46
199710081404;4354.36
199710081405;4352.18
199710081406;4351.94
199710081407;4353.50
199710081408;4354.57
199710081409;4356.37
199710081410;4356.95
199710081411;4355.83
199710081412;4354.70
199710081413;4354.79
199710081414;4351.64
199710081415;4354.20
199710081416;4352.67
199710081417;4352.00
199710081418;4350.72
199710081419;4348.84
199710081420;4349.40
199710081421;4350.70
199710081422;4349.73
199710081423;4348.38
199710081424;4350.32
199710081425;4352.81
199710081426;4353.13
199710081427;4352.00
199710081428;4350.83
199710081429;4352.42
199710081430;4354.75
199710081431;4354.62
199710081432;4354.23
199710081433;4355.59
199710081434;4355.35
199710081435;4353.24
199710081437;4355.30
199710081438;4357.30
199710081439;4356.50
199710081440;4357.40
199710081441;4356.50
199710081442;4355.50
199710081443;4353.52
199710081444;4351.78
199710081445;4352.02
199710081446;4352.38
199710081447;4356.73
199710081448;4355.44
199710081449;4353.65
199710081450;4353.00
199710081451;4356.29
199710081452;4357.17
199710081453;4358.50
199710081454;4360.64
199710081455;4360.78
199710081456;4359.00
199710081457;4358.77
199710081458;4359.68
199710081459;4360.54
199710081500;4362.74
199710081501;4361.86
199710081502;4362.75
199710081503;4362.50
199710081504;4360.02
199710081505;4358.28
199710081506;4358.50
199710081507;4358.38
199710081508;4359.50
199710081510;4355.83
199710081511;4353.00
199710081512;4355.93
199710081513;4354.70
199710081514;4355.75
199710081515;4354.86
199710081516;4354.23
