XDATE;DELAY;CONTRIBUTOR;BID;ASK;FLAG
199706020108;01;ANZM;+24.620;+24.820;0
199706020108;01;AIGH;+24.800;+24.820;0
199706020111;01;AIGH;+24.800;+24.810;0
199706020115;01;AIGH;+24.700;+24.800;0
199706020116;01;AIGH;+24.770;+24.800;0
199706020120;01;MBRC;+24.750;+24.850;0
199706020120;01;AIGH;+24.850;+25.000;0
199706020121;01;AIGH;+24.750;+24.850;0
199706020121;01;UOBX;+24.780;+25.780;0
199706020121;01;AIGH;+24.850;+24.900;0
199706020123;01;AIGH;+24.820;+24.870;0
199706020123;01;AIGH;+24.850;+24.870;0
199706020124;01;AIGH;+24.750;+24.850;0
199706020126;01;HKBK;+24.750;+24.850;0
199706020128;01;AIGH;+24.840;+24.860;0
199706020129;01;ANZM;+24.750;+24.850;0
199706020130;01;AIGH;+24.840;+24.850;0
199706020131;01;GBNP;+24.800;+24.900;0
199706020132;01;AIGH;+24.800;+24.850;0
199706020138;01;AIGH;+24.840;+24.890;0
199706020143;01;AIGH;+24.830;+24.880;0
199706020144;01;AIGH;+24.820;+24.870;0
199706020144;01;AIGH;+24.850;+24.870;0
199706020145;01;AIGH;+24.850;+24.860;0
199706020147;01;AIGH;+24.800;+24.850;0
199706020150;01;BOAS;+24.800;+24.850;0
199706020152;01;AIGH;+24.750;+24.850;0
199706020154;01;AIGH;+24.840;+24.850;0
199706020159;01;AIGH;+24.800;+24.850;0
199706020208;02;BOAT;+25.000;+25.840;0
199706020209;01;AIGH;+24.850;+24.900;0
199706020209;01;BOAT;+25.100;+25.840;0
199706020209;01;BOAT;+25.150;+25.840;0
199706020209;02;AIGH;+24.870;+24.890;0
199706020210;01;ABNP;+25.200;+25.850;0
199706020210;01;BOAT;+25.250;+25.840;0
199706020210;01;BOAT;+25.300;+25.840;0
199706020210;01;BOAT;+25.350;+25.840;0
199706020210;01;BOAT;+25.400;+25.840;0
199706020211;01;BOAT;+25.450;+25.840;0
199706020213;01;ANZM;+25.250;+25.450;0
199706020214;01;AIGH;+24.810;+24.860;0
199706020214;02;ANZM;+24.810;+24.860;0
199706020217;01;AIGH;+24.800;+24.850;0
199706020225;01;AIGH;+24.840;+24.890;0
199706020236;01;BOAS;+24.840;+24.890;0
199706020247;01;AIGH;+24.810;+24.860;0
199706020248;01;AIGH;+24.800;+24.850;0
199706020312;01;AIGH;+24.780;+24.830;0
199706020315;01;CTBT;+25.835;+25.855;0
199706020338;01;TMBB;+25.835;+25.855;0
199706020340;01;ABNP;+25.840;+25.850;0
199706020358;01;SCBK;+25.830;+25.850;0
199706020409;01;HKBK;+25.600;+25.800;0
199706020411;01;HKBK;+25.550;+25.770;0
199706020412;01;HKBK;+25.500;+25.700;0
199706020412;01;HKBK;+25.480;+25.680;0
199706020414;01;HKBK;+25.460;+25.660;0
199706020421;01;BOAT;+25.840;+25.850;0
199706020422;01;HKBK;+25.750;+25.950;0
199706020422;01;HKBK;+25.700;+25.900;0
199706020422;01;HKBK;+25.500;+25.600;0
199706020422;02;HKBK;+25.460;+25.560;0
199706020423;01;BOAT;+25.835;+25.850;0
199706020423;01;HKBK;+25.460;+25.560;0
199706020424;01;BOAT;+25.840;+25.850;0
199706020451;01;AIGH;+24.750;+24.850;0
199706020451;01;AIGH;+24.700;+24.800;0
199706020454;01;BOAS;+24.800;+24.850;0
199706020457;02;HKBK;+24.820;+24.870;0
199706020503;01;HKBK;+24.840;+24.890;0
199706020506;01;AIGH;+24.850;+24.860;0
199706020509;01;UBRC;+24.830;+24.880;0
199706020510;01;AIGH;+24.840;+24.870;0
199706020514;01;MBRC;+24.810;+24.860;0
199706020519;01;MBRC;+24.830;+24.880;0
199706020528;01;BBLT;+24.880;+25.880;0
199706020529;01;BBLT;+25.000;+25.900;0
199706020530;01;BBLT;+25.100;+25.950;0
199706020531;01;MBRC;+24.800;+24.850;0
199706020531;01;BBLT;+25.100;+25.850;0
199706020531;02;UOBX;+24.950;+25.950;0
199706020532;01;BBLT;+25.100;+25.850;0
199706020532;01;AIGH;+24.840;+24.860;0
199706020532;01;BBLT;+25.100;+25.850;0
199706020532;01;AIGH;+24.840;+24.850;0
199706020533;01;BBLT;+25.050;+25.850;0
199706020537;01;HKBK;+24.835;+24.885;0
199706020537;01;AIGH;+24.850;+24.870;0
199706020548;01;HKBK;+24.820;+24.920;0
199706020549;01;AIGH;+24.840;+24.860;0
199706020553;01;BGFX;+24.800;+24.900;0
199706020554;01;EMFY;+24.800;+24.900;0
199706020557;01;AIGH;+24.800;+24.850;0
199706020604;01;NWBO;+24.790;+24.798;0
199706020607;01;CHIC;+24.800;+24.900;0
199706020621;01;AIGH;+24.820;+24.850;0
199706020635;01;BGFX;+24.770;+24.870;0
199706020637;01;BBLT;+24.870;+25.870;0
199706020638;01;BBLT;+25.000;+25.845;0
199706020639;01;BBLT;+25.100;+25.850;0
199706020641;02;MBRC;+24.810;+24.860;0
199706020644;01;WBCM;+24.800;+24.870;0
199706020650;01;AIGH;+24.830;+24.860;0
199706020652;01;HKBK;+24.830;+24.930;0
199706020702;01;SCFE;+24.750;+24.850;0
199706020705;02;BGFX;+24.750;+24.850;0
199706020707;01;BBLT;+24.800;+25.800;0
199706020707;01;BBLT;+25.000;+25.800;0
199706020708;01;BOAT;+25.305;+25.845;0
199706020708;01;BOAT;+25.505;+25.845;0
199706020709;01;BBLT;+25.700;+25.850;0
199706020709;01;BOAT;+25.805;+25.845;0
199706020709;01;BBLT;+25.800;+25.850;0
199706020709;01;BBLT;+25.820;+25.850;0
199706020709;01;ABNP;+25.810;+25.840;0
199706020710;01;ABNP;+25.820;+25.850;0
199706020710;01;BBLT;+25.825;+25.845;0
199706020710;01;BOAT;+25.825;+25.845;0
199706020711;01;ABNP;+25.832;+25.842;0
199706020713;01;BGFX;+24.785;+24.885;0
199706020714;01;AIGH;+24.870;+24.880;0
199706020715;01;BOAT;+25.825;+25.840;0
199706020726;01;SCFE;+25.800;+25.900;0
199706020732;01;MBRC;+25.800;+25.870;0
199706020733;01;SCFE;+24.800;+24.900;0
199706020734;01;AIGH;+24.850;+24.860;0
199706020744;01;AIGH;+24.860;+24.910;0
199706020745;01;BGFX;+24.835;+24.935;0
199706020747;01;HKBK;+24.860;+24.960;0
199706020749;01;HKBK;+24.870;+24.940;0
199706020749;01;AIGH;+24.810;+24.860;0
199706020750;01;AIGH;+24.800;+24.850;0
199706020752;01;AIGH;+24.790;+24.840;0
199706020753;01;HKBK;+24.800;+24.900;0
199706020753;01;AIGH;+24.750;+24.850;0
199706020757;01;AIGH;+24.730;+24.830;0
199706020801;01;EMFY;+24.750;+24.850;0
199706020801;01;HKBK;+24.820;+24.870;0
199706020802;01;AIGH;+24.820;+24.850;0
199706020803;02;AIGH;+24.770;+24.820;0
199706020809;01;AIGH;+24.850;+24.900;0
199706020813;01;BGFX;+24.825;+24.925;0
199706020813;01;MBRC;+24.830;+24.880;0
199706020816;01;UOBX;+24.780;+25.780;0
199706020826;01;HKBK;+24.800;+24.900;0
199706020828;01;CHIC;+24.810;+24.910;0
199706020829;01;CBAX;+24.800;+24.900;0
199706020841;01;BNSV;+24.800;+24.900;0
199706020901;01;AIGH;+24.850;+24.950;0
199706020906;01;BBLT;+25.000;+25.900;0
199706020906;01;BBLT;+25.000;+25.800;0
199706020907;01;BBLT;+25.150;+25.850;0
199706020910;01;HKBK;+24.830;+24.880;0
199706020919;01;AIGH;+24.770;+24.870;0
199706020923;01;BGFX;+24.770;+24.870;0
199706020931;01;AIGH;+24.750;+24.850;0
199706020958;02;DBBK;+24.830;+24.840;0
199706021008;00;SCFE;+24.770;+24.870;0
199706021011;00;DBBK;+24.830;+25.840;0
199706021013;00;DBBK;+24.831;+25.841;0
199706021041;00;SCFE;+24.780;+24.880;0
199706021043;00;CBAX;+24.750;+24.850;0
199706021051;00;BNST;+24.780;+24.880;0
199706021056;00;AIGH;+24.800;+24.850;0
199706021056;00;DBBK;+24.830;+25.840;0
199706021056;00;DBBK;+24.830;+24.840;0
199706021104;00;AIGH;+24.800;+24.900;0
199706021124;00;AIGH;+24.750;+24.850;0
199706021139;00;CHIC;+24.800;+24.900;0
199706021142;00;AIGH;+24.820;+24.870;0
199706021147;00;AIGH;+24.750;+24.850;0
199706021153;00;AIGH;+24.730;+24.830;0
199706021159;00;AIGH;+24.830;+24.930;0
199706021200;00;AIGH;+24.840;+24.890;0
199706021200;00;AIGH;+24.850;+24.950;0
199706021203;00;AIGH;+24.800;+24.900;0
199706021208;00;AIGH;+24.780;+24.880;0
199706021209;00;AIGH;+24.850;+24.900;0
199706021212;00;AIGH;+24.850;+24.870;0
199706021216;00;SCEX;+24.850;+24.900;0
199706021225;00;BGFX;+24.825;+24.925;0
199706021314;00;CBAX;+24.800;+24.900;0
199706021341;00;BGFX;+24.800;+24.900;0
199706022155;00;CBAP;+24.800;+24.850;0
199706022156;00;ANZM;+24.790;+24.890;0
199706022157;00;CBAP;+24.800;+24.900;0
199706022157;00;CBAP;+24.800;+24.950;0
199706022157;00;CBAP;+24.800;+24.850;0
199706022221;00;CBAP;+24.800;+25.000;0
199706022250;00;ANZM;+24.800;+24.850;0
199706022358;00;HKBK;+24.800;+24.880;0
199706022358;00;HKBK;+24.800;+24.900;0
199706030006;00;MBRC;+24.800;+24.900;0
199706030035;00;ANZS;+24.800;+24.900;0
199706030046;00;UOBX;+24.790;+25.290;0
199706030129;00;ABNP;+24.850;+25.000;0
199706030130;00;ABNP;+24.950;+25.100;0
199706030130;00;ABNP;+25.000;+25.400;0
199706030144;00;SUMS;+24.800;+24.900;0
199706030159;00;ANZM;+24.850;+24.950;0
199706030202;06;ABNP;+25.000;+25.200;0
199706030202;06;ABNP;+25.840;+25.870;0
199706030211;00;ABNP;+25.860;+25.870;0
199706030212;00;ABNP;+25.855;+25.875;0
199706030245;00;DBBK;+25.865;+25.875;0
199706030255;00;ANZM;+24.700;+24.800;0
199706030256;00;AIGH;+24.670;+24.700;0
199706030256;00;AIGH;+24.670;+24.770;0
199706030256;00;HKBK;+24.730;+24.780;0
199706030319;00;MBRC;+24.730;+24.780;0
199706030321;00;BBLT;+24.860;+24.870;0
199706030321;00;BBLT;+24.960;+24.970;0
199706030322;00;BBLT;+25.000;+25.100;0
199706030322;00;ANZM;+24.730;+24.780;0
199706030323;00;TDBB;+25.855;+25.875;0
199706030325;00;ABNP;+25.865;+25.870;0
199706030326;00;HKBK;+24.740;+24.790;0
199706030340;00;CTBT;+25.860;+25.870;0
199706030344;00;TDBB;+25.860;+25.870;0
199706030349;00;ABNP;+25.858;+25.872;0
199706030353;00;SCBK;+25.850;+25.870;0
199706030355;00;BOAT;+25.860;+25.870;0
199706030355;00;BOAT;+25.860;+25.875;0
199706030408;00;HKBK;+24.730;+24.780;0
199706030411;00;BOAS;+24.700;+24.800;0
199706030446;00;AIGH;+24.650;+24.750;0
199706030450;00;ANZM;+24.630;+24.730;0
199706030459;00;MBRC;+24.650;+24.750;0
199706030501;00;AIGH;+24.590;+24.690;0
199706030511;00;HKBK;+24.600;+24.700;0
199706030515;00;ANZM;+24.550;+24.650;0
199706030516;00;SUMS;+24.600;+24.700;0
199706030520;00;AIGH;+24.520;+24.620;0
199706030520;00;HKBK;+24.510;+24.610;0
199706030525;00;HKBK;+24.550;+24.650;0
199706030526;00;AIGH;+24.500;+24.600;0
199706030526;00;BBLS;+24.600;+24.700;0
199706030528;00;ANZM;+24.530;+24.630;0
199706030529;00;SUMS;+24.550;+24.650;0
199706030535;01;ANZM;+24.480;+24.580;0
199706030536;00;HKBK;+24.520;+24.620;0
199706030539;00;HKBK;+24.490;+24.590;0
199706030542;00;HKBK;+24.460;+24.560;0
199706030543;00;ANZM;+24.450;+24.550;0
199706030545;00;HKBK;+24.490;+24.590;0
199706030555;00;NWBO;+24.490;+24.495;0
199706030557;00;HKBK;+24.420;+24.520;0
199706030558;00;MBRC;+24.450;+24.550;0
199706030558;00;NWBO;+24.450;+24.455;0
199706030600;00;BGFX;+24.400;+24.500;0
199706030603;00;CHIC;+24.450;+24.550;0
199706030623;00;SHDR;+24.450;+24.550;0
199706030625;00;BBLS;+24.550;+24.650;0
199706030628;00;BGFX;+24.500;+24.600;0
199706030630;00;CBAX;+24.500;+24.600;0
199706030630;00;EMFY;+24.500;+24.600;0
199706030635;00;BBLS;+24.550;+24.600;0
199706030637;00;BGFX;+24.525;+24.625;0
199706030637;00;CTRD;+24.500;+24.600;0
199706030637;00;CTRD;+24.490;+24.590;0
199706030645;00;NWBO;+24.570;+24.576;0
199706030646;00;ANZS;+24.600;+24.650;0
199706030654;00;SCFE;+24.600;+24.700;0
199706030654;00;WBCM;+24.580;+24.650;0
199706030701;00;HKBK;+24.650;+24.750;0
199706030705;00;MBRC;+24.600;+24.700;0
199706030728;00;CBAX;+24.650;+24.750;0
199706030731;00;CHIC;+24.670;+24.770;0
199706030747;00;SUMS;+24.700;+24.750;0
199706030753;00;NWBO;+24.650;+24.657;0
199706030759;00;BBLH;+24.680;+24.780;0
199706030806;00;MBRC;+24.650;+24.750;0
199706030808;00;AIGH;+24.700;+24.800;0
199706030814;00;EMFY;+24.650;+24.750;0
199706030825;01;BNSV;+24.650;+24.750;0
199706030836;00;HKBK;+24.660;+24.760;0
199706030847;00;HKBK;+24.700;+24.800;0
199706030856;00;MBRC;+24.670;+24.770;0
199706030904;00;BOAS;+24.700;+24.750;0
199706030929;00;CHIC;+24.660;+24.760;0
199706030957;00;HKBK;+24.670;+24.770;0
199706031010;00;DBBK;+24.660;+24.760;0
199706031012;00;DBBK;+24.660;+24.730;0
199706031013;00;BBLT;+24.750;+25.850;0
199706031015;00;BBLT;+24.900;+25.500;0
199706031015;00;DBBK;+24.650;+24.658;0
199706031016;00;EMFY;+24.660;+24.760;0
199706031016;00;DBBK;+24.655;+24.658;0
199706031016;00;BBLT;+24.900;+25.800;0
199706031017;00;DBBK;+24.670;+24.740;0
199706031017;00;BBLT;+24.950;+25.500;0
199706031019;00;BBLT;+24.950;+25.900;0
199706031020;00;BBLT;+24.990;+25.890;0
199706031020;00;BBLT;+25.000;+25.850;0
199706031021;00;BOAT;+25.000;+25.875;0
199706031021;00;BOAT;+25.100;+25.875;0
199706031021;00;BBLT;+25.100;+25.850;0
199706031021;00;BOAT;+25.300;+25.875;0
199706031021;00;BBLT;+25.300;+25.850;0
199706031022;00;BBLT;+25.700;+25.850;0
199706031022;00;BBLT;+25.800;+25.850;0
199706031022;00;BOAT;+25.800;+25.875;0
199706031022;00;BOAT;+25.820;+25.875;0
199706031022;00;BOAT;+25.820;+25.850;0
199706031023;00;CTBT;+25.840;+25.860;0
199706031023;00;CTBT;+25.845;+25.865;0
199706031023;00;CTBT;+25.845;+25.855;0
199706031045;00;CHIC;+24.700;+24.800;0
199706031056;00;CHIC;+24.690;+24.790;0
199706031116;00;DBBK;+24.500;+24.600;0
199706031122;00;BGFX;+24.500;+24.600;0
199706031126;00;CHIC;+24.720;+24.820;0
199706031200;00;CHIC;+24.800;+24.900;0
199706031202;00;CHIC;+24.840;+24.940;0
199706031204;00;SCEX;+24.900;+25.000;0
199706031214;00;CHIC;+24.870;+24.970;0
199706031216;00;EMFY;+24.880;+24.980;0
199706031235;00;SCFE;+24.850;+24.950;0
199706031250;00;BGFX;+24.850;+24.950;0
199706031334;00;CBAX;+24.820;+24.920;0
199706031342;00;EMFY;+24.850;+24.950;0
199706031412;00;BNSV;+24.850;+24.950;0
199706031524;00;SCEX;+24.820;+24.920;0
199706031836;00;SBCN;+24.850;+24.920;0
199706031836;00;SBCN;+24.850;+24.950;0
199706032125;00;ANZM;+24.800;+24.900;0
199706032341;00;MBRC;+24.800;+24.900;0
199706040027;00;HKBK;+24.820;+24.890;0
199706040033;00;BOAS;+24.800;+24.900;0
199706040044;00;HKBK;+24.800;+24.900;0
199706040046;00;SUMS;+24.750;+24.850;0
199706040046;00;MBRC;+24.720;+24.820;0
199706040052;00;MBRC;+24.250;+24.350;0
199706040052;00;HKBK;+24.250;+24.350;0
199706040052;00;AIGH;+24.250;+24.300;0
199706040053;00;MBRC;+24.270;+24.370;0
199706040055;00;UOBX;+24.280;+24.480;0
199706040056;00;SUMS;+24.300;+24.500;0
199706040056;00;MBRC;+24.380;+24.480;0
199706040057;00;MBRC;+24.330;+24.430;0
199706040100;00;BBLH;+24.400;+24.500;0
199706040101;00;BOAS;+24.400;+24.500;0
199706040111;00;ABNP;+24.200;+24.600;0
199706040114;00;ABNP;+24.400;+24.600;0
199706040115;00;SUMS;+24.450;+24.650;0
199706040117;00;MBRC;+24.450;+24.550;0
199706040119;00;MBRC;+24.500;+24.600;0
199706040124;00;AIGH;+24.430;+24.530;0
199706040145;00;ABNP;+25.845;+25.955;0
199706040146;00;ABNP;+25.846;+25.856;0
199706040215;00;TDBB;+25.850;+25.860;0
199706040216;00;CTRD;+24.550;+24.650;0
199706040218;00;HKBK;+24.550;+24.650;0
199706040221;00;SUMS;+24.450;+24.550;0
199706040223;00;CTRD;+24.500;+24.600;0
199706040226;00;AIGH;+24.450;+24.550;0
199706040226;00;BBLH;+24.500;+24.600;0
199706040229;00;BOAS;+24.500;+24.550;0
199706040234;00;AIGH;+24.400;+24.500;0
199706040239;00;DBBK;+24.550;+24.650;0
199706040239;00;CTRD;+24.490;+24.590;0
199706040239;00;CTRD;+24.500;+24.600;0
199706040256;00;BBLS;+24.480;+24.580;0
199706040313;00;AIGH;+24.470;+24.490;0
199706040318;00;TMBB;+25.850;+25.855;0
199706040330;00;ABNP;+25.845;+25.855;0
199706040338;00;CTBT;+25.847;+25.857;0
199706040341;00;ANZM;+25.700;+25.900;0
199706040341;00;ANZM;+25.600;+25.800;0
199706040342;00;ANZM;+25.500;+25.700;0
199706040344;00;SCBK;+25.850;+25.855;0
199706040424;00;MBRC;+24.450;+24.550;0
199706040426;00;HKBK;+24.430;+24.530;0
199706040440;00;MBRC;+24.400;+24.500;0
199706040445;00;BBLS;+24.350;+24.450;0
199706040457;00;BBLH;+24.400;+24.500;0
199706040457;00;BBLS;+24.330;+24.430;0
199706040506;00;MBRC;+24.300;+24.400;0
199706040510;00;AIGH;+24.250;+24.350;0
199706040511;00;AIGH;+24.200;+24.300;0
199706040511;00;AIGH;+24.300;+24.350;0
199706040513;00;AIGH;+24.250;+24.350;0
199706040519;00;AIGH;+24.220;+24.320;0
199706040520;00;AIGH;+24.200;+24.300;0
199706040521;00;AIGH;+24.180;+24.280;0
199706040521;00;HKBK;+24.220;+24.320;0
199706040522;00;BBLH;+24.300;+24.400;0
199706040522;00;AIGH;+24.300;+24.350;0
199706040523;00;HKBK;+24.250;+24.350;0
199706040531;00;CTBT;+25.848;+25.858;0
199706040535;00;MBRC;+24.250;+24.350;0
199706040544;00;NWBO;+24.250;+24.253;0
199706040553;00;BBLH;+24.350;+24.450;0
199706040553;00;NWBO;+24.330;+24.334;0
199706040554;00;AIGH;+24.230;+24.330;0
199706040555;00;NWBO;+24.300;+24.304;0
199706040555;00;BOAT;+25.845;+25.855;0
199706040557;00;BGFX;+24.300;+24.400;0
199706040612;00;CHAB;+25.850;+25.860;0
199706040613;00;BOAS;+24.300;+24.400;0
199706040618;00;CHIC;+24.300;+24.400;0
199706040622;00;BGFX;+24.250;+24.350;0
199706040627;00;SUMS;+24.200;+24.500;0
199706040631;00;MBRC;+24.300;+24.400;0
199706040635;00;CTBT;+25.845;+25.855;0
199706040635;00;CHIC;+24.350;+24.450;0
199706040636;00;UOBX;+24.300;+25.300;0
199706040639;00;CHIC;+24.340;+24.440;0
199706040640;00;HKBK;+24.320;+24.420;0
199706040641;00;BBLH;+24.360;+24.460;0
199706040641;00;CBAX;+24.300;+24.400;0
199706040648;00;CHIC;+24.400;+24.500;0
199706040649;00;MBRC;+24.350;+24.450;0
199706040650;00;NWBO;+24.370;+24.374;0
199706040656;00;EMFY;+24.350;+24.450;0
199706040701;01;UOBX;+24.300;+24.600;0
199706040702;00;INDS;+24.400;+24.500;0
199706040704;00;BBLS;+24.350;+24.450;0
199706040707;00;WBCM;+24.350;+24.420;0
199706040713;00;BGFX;+24.335;+24.435;0
199706040716;00;INBT;+25.850;+25.870;0
199706040717;00;INDS;+24.300;+24.400;0
199706040717;00;INDS;+24.350;+24.450;0
199706040733;00;HKBK;+24.360;+24.420;0
199706040739;00;ABNP;+25.850;+25.860;0
199706040746;00;HKBK;+24.350;+24.450;0
199706040754;00;BATH;+25.853;+25.858;0
199706040755;00;BNSV;+24.380;+24.480;0
199706040801;00;AIGH;+24.350;+24.450;0
199706040811;00;AIGH;+24.320;+24.420;0
199706040812;00;AIGH;+24.300;+24.400;0
199706040817;00;AIGH;+24.250;+24.350;0
199706040822;00;NWBO;+24.250;+24.253;0
199706040826;00;MBRC;+24.300;+24.400;0
199706040830;00;HKBK;+24.330;+24.430;0
199706040833;00;SBIC;+24.30;+24.40;0
199706040835;00;NWBO;+24.350;+24.354;0
199706040837;00;SCFE;+24.350;+24.450;0
199706040837;00;SCBK;+25.850;+25.860;0
199706040845;00;HKBK;+24.350;+24.450;0
199706040845;00;HKBK;+24.340;+24.440;0
199706040903;00;ABNP;+25.843;+25.848;0
199706040905;00;CHIC;+24.410;+24.510;0
199706040911;00;BOAS;+24.400;+24.500;0
199706040929;00;AIGH;+24.350;+24.450;0
199706040931;00;AIGH;+24.360;+24.410;0
199706041000;00;BBLH;+24.400;+24.500;0
199706041007;00;AIGH;+24.370;+24.420;0
199706041021;00;AIGH;+24.320;+24.370;0
199706041025;00;CTBT;+25.840;+25.850;0
199706041034;00;SCFE;+24.320;+24.420;0
199706041044;00;AIGH;+24.260;+24.360;0
199706041057;00;NWBO;+24.300;+24.304;0
199706041114;00;CHIC;+24.340;+24.440;0
199706041155;00;AIGH;+24.280;+24.380;0
199706041159;00;AIGH;+24.250;+24.350;0
199706041213;00;AIGH;+24.200;+24.300;0
199706041217;00;BGFX;+24.200;+24.300;0
199706041233;00;SCEX;+24.380;+24.480;0
199706041236;00;AIGH;+24.290;+24.390;0
199706041303;00;SCEX;+24.350;+24.450;0
199706041319;00;AIGH;+24.300;+24.400;0
199706041328;00;EMFY;+24.380;+24.480;0
199706041329;00;CHIC;+24.320;+24.420;0
199706041438;00;AIGH;+24.500;+24.550;0
199706041448;00;AIGH;+24.600;+24.700;0
199706041509;00;CHIC;+24.500;+24.600;0
199706041511;00;SCFE;+24.500;+24.600;0
199706041523;00;AIGH;+24.550;+24.650;0
199706041524;00;CHIC;+24.470;+24.570;0
199706041533;00;AIGH;+24.500;+24.600;0
199706041540;00;AIGH;+24.600;+24.700;0
199706041555;00;AIGH;+24.500;+24.600;0
199706041732;00;SCEX;+24.500;+24.600;0
199706041818;00;SCEX;+24.430;+24.530;0
199706042036;00;BNST;+24.440;+24.450;0
199706042036;00;BNST;+24.430;+24.440;0
199706042039;00;ANZM;+24.380;+24.480;0
199706042041;00;BNST;+28.050;+28.060;0
199706042041;00;BNST;+24.400;+24.410;0
199706042220;00;ANZM;+24.450;+24.550;0
199706042327;00;MBRC;+24.450;+24.500;0
199706042332;00;SIME;+24.400;+24.500;0
199706042353;00;MBRC;+24.420;+24.520;0
199706050005;00;HKBK;+24.400;+24.500;0
199706050008;00;HKBK;+24.500;+24.600;0
199706050011;00;CTBT;+25.850;+25.860;0
199706050017;00;MBRC;+24.450;+24.550;0
199706050020;00;MBRC;+24.380;+24.480;0
199706050025;00;BBLS;+24.470;+24.570;0
199706050026;00;BBLH;+24.450;+24.550;0
199706050027;00;BBLS;+24.480;+24.580;0
199706050028;00;BBLS;+24.500;+24.600;0
199706050030;00;BBLS;+24.530;+24.630;0
199706050040;00;ANZM;+24.500;+24.600;0
199706050046;00;AIGH;+24.550;+24.650;0
199706050051;00;HKBK;+24.520;+24.620;0
199706050055;00;UOBX;+24.500;+24.700;0
199706050105;00;MBRC;+24.500;+24.600;0
199706050109;00;SUMS;+24.200;+24.400;0
199706050109;00;CHAB;+25.855;+25.865;0
199706050113;00;AIGH;+24.150;+24.250;0
199706050114;00;MBRC;+24.200;+24.300;0
199706050115;00;MBRC;+24.150;+24.250;0
199706050115;00;AIGH;+24.100;+24.200;0
199706050116;00;AIGH;+24.050;+24.150;0
199706050118;00;MBRC;+24.020;+24.120;0
199706050119;00;AIGH;+24.000;+24.100;0
199706050123;00;AIGH;+23.950;+24.050;0
199706050123;00;HKBK;+24.050;+24.150;0
199706050132;00;ABNP;+25.850;+25.870;0
199706050133;00;BBLS;+24.050;+24.150;0
199706050135;00;MBRC;+24.100;+24.200;0
199706050139;00;ABNP;+25.850;+25.860;0
199706050141;00;HKBK;+24.080;+24.180;0
199706050141;00;ABNP;+25.852;+25.862;0
199706050142;00;HKBK;+24.120;+24.220;0
199706050144;00;AIGH;+24.090;+24.190;0
199706050152;00;MTKB;+25.830;+25.860;0
199706050153;00;HKBK;+24.140;+24.240;0
199706050155;00;ANZM;+24.170;+24.200;0
199706050156;00;BBLT;+25.835;+25.865;0
199706050158;00;AIGH;+24.100;+24.200;0
199706050200;00;BBLT;+25.845;+25.855;0
199706050201;00;INBT;+25.840;+25.860;0
199706050201;00;TDBB;+25.840;+25.860;0
199706050205;04;BATH;+25.840;+25.858;0
199706050206;03;SUMS;+24.000;+24.500;0
199706050206;03;BATH;+25.840;+25.860;0
199706050207;02;MBRC;+24.050;+24.150;0
199706050208;01;DBSS;+24.150;+24.200;0
