XDATE;FDAX
199701021048;2855.68
199701021049;2855.50
199701021050;2856.05
199701021051;2855.93
199701021052;2856.64
199701021053;2854.96
199701021054;2853.44
199701021055;2852.48
199701021056;2850.09
199701021057;2848.95
199701021058;2850.19
199701021059;2852.48
199701021100;2853.33
199701021101;2853.31
199701021102;2854.07
199701021103;2854.90
199701021104;2855.15
199701021105;2854.00
199701021106;2851.55
199701021107;2849.29
199701021108;2849.32
199701021109;2850.79
199701021110;2850.43
199701021111;2851.21
199701021112;2852.63
199701021113;2853.57
199701021114;2853.89
199701021115;2852.85
199701021116;2852.18
199701021117;2851.81
199701021118;2852.53
199701021119;2853.49
199701021120;2853.83
199701021121;2854.00
199701021124;2853.88
199701021125;2854.00
199701021126;2853.85
199701021127;2854.00
199701021128;2854.00
199701021129;2854.00
199701021130;2854.50
199701021131;2854.50
199701021132;2853.84
199701021133;2853.50
199701021134;2854.62
199701021135;2855.80
199701021136;2856.44
199701021137;2856.64
199701021138;2856.93
199701021139;2857.83
199701021140;2858.08
199701021141;2858.38
199701021143;2859.00
199701021144;2859.68
199701021145;2860.00
199701021146;2860.62
199701021147;2861.09
199701021148;2861.07
199701021149;2860.52
199701021150;2860.28
199701021151;2860.03
199701021152;2859.68
199701021153;2859.00
199701021154;2859.00
199701021155;2859.00
199701021156;2858.75
199701021157;2859.45
199701021158;2860.27
199701021159;2861.67
199701021200;2862.87
199701021201;2863.67
199701021202;2863.92
199701021203;2863.90
199701021204;2864.00
199701021205;2863.59
199701021206;2864.67
199701021207;2865.49
199701021208;2866.41
199701021209;2866.31
199701021210;2867.17
199701021211;2866.00
199701021212;2865.08
199701021213;2864.66
199701021214;2864.85
199701021215;2864.19
199701021216;2863.94
199701021217;2864.07
199701021218;2865.67
199701021219;2864.15
199701021220;2863.54
199701021221;2863.10
199701021222;2863.11
199701021223;2863.81
199701021224;2863.29
199701021225;2864.04
199701021226;2864.14
199701021227;2863.67
199701021228;2863.50
199701021229;2863.71
199701021230;2864.00
199701021231;2864.00
199701021232;2864.17
199701021233;2864.00
199701021234;2864.00
199701021235;2864.00
199701021236;2863.92
199701021237;2864.50
199701021238;2864.50
199701021240;2864.96
199701021241;2864.50
199701021242;2864.52
199701021243;2864.00
199701021244;2863.97
199701021245;2863.50
199701021246;2863.50
199701021249;2863.50
199701021250;2863.50
199701021251;2863.08
199701021253;2862.88
199701021254;2862.50
199701021255;2862.50
199701021256;2862.02
199701021257;2861.50
199701021258;2861.50
199701021259;2861.17
199701021300;2861.90
199701021301;2861.85
199701021302;2862.00
199701021303;2862.00
199701021304;2861.50
199701021306;2861.00
199701021309;2861.50
199701021310;2861.38
199701021311;2861.00
199701021314;2862.00
199701021316;2862.50
199701021317;2862.50
199701021318;2862.50
199701021319;2862.50
199701021320;2863.00
199701021321;2863.31
199701021322;2863.00
199701021323;2863.00
199701021325;2863.00
199701021328;2863.50
199701021329;2864.15
199701021330;2864.00
199701021331;2864.00
199701021332;2864.00
199701021333;2864.00
199701021335;2863.75
199701021336;2863.50
199701021337;2864.00
199701021338;2863.50
199701021340;2863.53
199701021341;2863.50
199701021342;2863.52
199701021343;2863.04
199701021345;2864.00
199701021346;2863.05
199701021347;2863.00
199701021348;2863.00
199701021349;2862.50
199701021351;2862.25
199701021352;2862.50
199701021353;2862.50
199701021354;2862.00
199701021355;2862.00
199701021357;2861.07
199701021358;2861.00
199701021359;2860.69
199701021400;2860.17
199701021401;2861.00
199701021402;2859.99
199701021403;2860.42
199701021404;2860.00
199701021405;2860.21
199701021406;2860.50
199701021408;2860.29
199701021409;2860.42
199701021412;2860.50
199701021413;2860.50
199701021414;2860.75
199701021415;2860.50
199701021416;2860.43
199701021417;2860.50
199701021418;2860.20
199701021420;2860.50
199701021421;2860.94
199701021422;2860.83
199701021423;2860.00
199701021424;2861.00
199701021425;2861.50
199701021426;2861.83
199701021427;2860.75
199701021428;2861.40
199701021429;2861.97
199701021430;2862.99
199701021431;2862.78
199701021432;2863.62
199701021433;2864.37
199701021434;2864.08
199701021435;2863.33
199701021436;2864.22
199701021437;2863.53
199701021438;2865.10
199701021439;2865.70
199701021440;2865.85
199701021441;2865.09
199701021442;2864.84
199701021443;2863.90
199701021444;2863.42
199701021445;2863.05
199701021446;2864.31
199701021447;2863.97
199701021448;2864.25
199701021449;2865.88
199701021450;2866.50
199701021451;2866.13
199701021452;2866.06
199701021453;2865.83
199701021454;2865.56
199701021455;2865.24
199701021456;2865.46
199701021457;2866.50
199701021458;2866.00
199701021459;2865.50
199701021500;2865.11
199701021501;2864.39
199701021502;2864.06
199701021503;2863.53
199701021504;2863.94
199701021505;2864.00
199701021506;2864.00
199701021507;2864.50
199701021508;2863.50
199701021510;2863.00
199701021512;2863.50
199701021514;2863.50
199701021515;2864.00
199701021516;2864.00
199701021517;2864.19
199701021518;2864.00
199701021520;2863.16
199701021522;2863.00
199701021523;2862.97
199701021524;2863.00
199701021525;2863.50
199701021527;2864.00
199701021528;2864.50
199701021529;2865.61
199701021530;2866.88
199701021531;2867.59
199701021532;2867.70
199701021533;2866.77
199701021534;2865.68
199701021535;2865.29
199701021536;2865.15
199701021537;2863.80
199701021538;2862.76
199701021539;2862.44
199701021540;2862.36
199701021541;2860.97
199701021542;2860.15
199701021543;2859.65
199701021544;2859.86
199701021545;2858.25
199701021546;2856.12
199701021547;2854.96
199701021548;2853.12
199701021549;2850.97
199701021550;2849.04
199701021551;2850.14
199701021552;2849.78
199701021553;2850.41
199701021554;2851.37
199701021555;2851.84
199701021556;2851.53
199701021557;2851.64
199701021558;2852.00
199701021559;2852.50
199701021600;2852.28
199701021601;2852.50
199701021602;2847.57
199701021603;2841.96
199701021604;2840.94
199701021605;2838.91
199701021606;2837.15
199701021607;2837.30
199701021608;2835.34
199701021609;2835.30
199701021610;2835.88
199701021611;2835.30
199701021612;2834.21
199701021613;2830.83
199701021614;2831.34
199701021615;2831.04
199701021616;2830.09
199701021617;2835.28
199701021618;2837.32
199701021619;2837.26
199701021620;2834.65
199701021621;2835.29
199701021622;2838.42
199701021623;2838.85
199701021624;2839.55
199701021625;2840.00
199701021626;2838.99
199701021627;2838.25
199701021628;2838.73
199701021629;2838.77
199701021630;2837.85
199701021631;2837.88
199701021632;2838.13
199701021633;2838.39
199701021634;2838.87
199701021635;2839.14
199701021636;2839.64
199701021637;2841.28
199701021638;2841.62
199701021639;2841.68
199701021640;2842.33
199701021641;2843.64
199701021642;2844.57
199701021643;2843.51
199701021644;2842.69
199701021645;2840.37
199701021646;2840.62
199701021647;2841.28
199701021648;2839.91
199701021649;2836.20
199701021650;2837.05
199701021651;2836.99
199701021652;2835.05
199701021653;2835.47
199701021654;2836.93
199701021655;2838.11
199701021656;2838.29
199701021657;2836.84
199701021658;2836.12
199701021659;2835.96
199701030904;2858.79
199701030905;2857.51
199701030906;2857.56
199701030907;2856.89
199701030908;2855.16
199701030909;2853.25
199701030910;2853.91
199701030911;2853.10
199701030912;2852.50
199701030913;2851.94
199701030914;2851.03
199701030915;2851.47
199701030916;2852.45
199701030917;2853.29
199701030918;2853.12
199701030919;2852.41
199701030920;2851.61
199701030921;2851.38
199701030922;2852.52
199701030923;2851.75
199701030924;2850.25
199701030925;2849.94
199701030926;2849.84
199701030927;2851.22
199701030928;2851.22
199701030929;2852.04
199701030930;2852.59
199701030931;2853.56
199701030932;2852.96
199701030933;2852.92
199701030934;2854.52
199701030935;2855.26
199701030936;2853.72
199701030937;2853.19
199701030938;2852.73
199701030939;2851.45
199701030940;2851.21
199701030941;2851.62
199701030942;2850.50
199701030943;2850.90
199701030944;2851.88
199701030945;2852.50
199701030946;2852.24
199701030947;2852.53
199701030948;2852.95
199701030949;2854.22
199701030950;2854.88
199701030951;2854.50
199701030952;2854.92
199701030953;2854.66
199701030954;2855.26
199701030955;2855.35
199701030956;2855.45
199701030957;2855.12
199701030958;2854.52
199701030959;2854.02
199701031000;2853.58
199701031001;2853.00
199701031002;2853.00
199701031003;2852.58
199701031004;2853.33
199701031005;2852.62
199701031006;2852.62
199701031007;2851.83
199701031008;2851.50
199701031009;2851.63
199701031010;2852.50
199701031011;2852.50
199701031012;2852.75
199701031014;2853.85
199701031015;2854.31
199701031016;2854.00
199701031017;2854.00
199701031019;2853.91
199701031021;2853.50
199701031022;2852.83
199701031023;2854.00
199701031024;2854.44
199701031025;2855.61
199701031026;2856.34
199701031027;2855.50
199701031028;2855.50
199701031029;2855.86
199701031030;2856.29
199701031031;2856.96
199701031032;2857.09
199701031033;2857.14
199701031034;2857.16
199701031035;2857.01
199701031036;2857.41
199701031037;2857.68
199701031038;2857.66
199701031039;2857.64
199701031040;2857.33
199701031041;2857.50
199701031042;2857.50
199701031043;2856.70
199701031044;2856.92
199701031045;2857.00
199701031046;2856.70
199701031047;2856.42
199701031048;2856.16
199701031049;2855.88
199701031050;2856.38
199701031051;2857.83
199701031052;2860.05
199701031053;2861.30
199701031054;2861.35
199701031055;2861.84
199701031056;2861.80
199701031057;2862.68
199701031058;2863.20
199701031059;2863.00
199701031100;2863.20
199701031101;2862.50
199701031102;2863.47
199701031103;2863.83
199701031104;2863.93
199701031105;2863.02
199701031106;2862.38
199701031107;2862.62
199701031108;2863.00
199701031109;2862.92
199701031110;2862.79
199701031111;2863.00
199701031112;2863.21
199701031113;2863.50
199701031114;2862.89
199701031115;2862.50
199701031116;2862.88
199701031117;2862.60
199701031118;2862.93
199701031119;2862.11
199701031120;2861.61
199701031121;2862.00
199701031122;2861.86
199701031123;2861.50
199701031124;2861.03
199701031125;2860.74
199701031126;2860.50
199701031128;2860.73
199701031129;2861.17
199701031130;2859.26
199701031131;2860.42
199701031132;2859.25
199701031133;2857.72
199701031134;2856.91
199701031135;2857.26
199701031136;2857.45
199701031137;2857.38
199701031138;2858.46
199701031139;2858.96
199701031140;2859.35
199701031141;2860.00
199701031142;2859.07
199701031143;2859.21
199701031144;2859.25
199701031145;2859.50
199701031146;2859.50
199701031147;2860.00
199701031148;2860.00
199701031149;2860.00
199701031150;2860.35
199701031151;2860.44
199701031152;2859.72
199701031153;2859.71
199701031154;2859.50
199701031155;2859.00
199701031156;2859.00
199701031157;2860.34
199701031158;2860.75
199701031201;2861.57
199701031202;2862.00
199701031203;2862.38
199701031204;2862.57
199701031205;2863.16
199701031206;2863.87
199701031207;2864.27
199701031208;2863.97
199701031209;2863.55
199701031210;2863.12
199701031211;2862.81
199701031212;2863.00
199701031213;2863.50
199701031216;2863.50
199701031217;2863.00
199701031218;2863.00
199701031219;2863.00
199701031220;2863.91
199701031221;2864.41
199701031222;2866.24
199701031223;2867.32
199701031224;2868.14
199701031225;2869.52
199701031226;2868.56
199701031227;2868.50
199701031228;2869.34
199701031229;2869.73
199701031230;2869.98
199701031231;2869.67
199701031232;2869.21
199701031233;2867.77
199701031234;2867.17
199701031235;2867.02
199701031236;2866.67
199701031237;2867.08
199701031238;2867.07
199701031239;2867.00
199701031240;2867.00
199701031241;2867.00
199701031242;2866.75
199701031243;2867.00
199701031244;2867.00
199701031245;2867.45
199701031246;2868.09
199701031248;2868.00
199701031250;2869.00
199701031251;2869.18
199701031252;2868.93
199701031253;2868.00
199701031254;2867.69
199701031255;2868.00
199701031257;2868.89
199701031258;2869.00
199701031259;2869.00
199701031300;2868.85
199701031301;2869.00
199701031302;2868.50
199701031303;2868.67
199701031304;2868.98
199701031305;2869.55
199701031306;2870.05
199701031307;2870.00
199701031308;2870.35
199701031309;2870.00
199701031310;2871.58
199701031311;2871.61
199701031312;2872.24
199701031313;2872.84
199701031314;2871.77
199701031315;2871.40
199701031316;2871.50
199701031317;2872.00
199701031318;2872.29
199701031319;2872.17
199701031320;2872.84
199701031322;2873.88
199701031323;2873.75
199701031324;2872.95
199701031325;2871.87
199701031326;2872.48
199701031327;2872.50
199701031328;2872.38
199701031329;2871.88
199701031330;2871.73
199701031331;2871.80
199701031332;2872.91
199701031333;2873.28
199701031334;2873.50
199701031335;2872.83
199701031336;2871.78
199701031337;2870.44
199701031338;2871.02
199701031339;2871.86
199701031340;2871.50
199701031341;2871.50
199701031342;2871.50
199701031343;2871.50
199701031344;2871.10
199701031345;2871.57
199701031346;2872.50
199701031347;2872.50
199701031348;2872.17
199701031349;2872.00
199701031350;2872.17
199701031352;2872.57
199701031353;2872.00
199701031355;2872.50
199701031356;2872.58
199701031357;2872.40
199701031358;2872.50
199701031359;2872.50
199701031401;2872.00
199701031402;2871.92
199701031403;2872.00
199701031404;2871.58
199701031405;2871.50
199701031406;2871.50
199701031407;2872.42
199701031408;2873.41
199701031409;2872.64
199701031410;2871.96
199701031411;2871.77
199701031412;2871.50
199701031413;2871.23
199701031414;2871.48
199701031415;2871.50
199701031417;2871.00
199701031419;2870.50
199701031420;2871.07
199701031421;2871.17
199701031422;2871.46
199701031423;2871.00
199701031424;2871.31
199701031425;2872.31
199701031426;2872.83
199701031427;2871.88
199701031428;2870.83
199701031429;2870.32
199701031430;2870.50
199701031431;2870.50
199701031432;2869.71
199701031433;2870.00
199701031434;2870.25
199701031435;2869.07
199701031436;2868.99
199701031437;2870.00
199701031438;2870.54
199701031439;2871.00
199701031440;2871.00
199701031441;2870.50
199701031442;2870.00
199701031443;2869.99
199701031444;2869.57
199701031445;2869.62
199701031446;2869.98
199701031447;2869.70
199701031448;2869.25
199701031449;2868.86
199701031450;2868.07
199701031451;2868.00
199701031452;2867.46
199701031453;2867.50
199701031454;2867.50
199701031455;2866.32
199701031456;2865.55
199701031457;2865.63
199701031458;2866.19
199701031459;2867.28
199701031500;2867.59
199701031501;2867.19
199701031502;2867.00
199701031503;2867.39
199701031504;2868.49
199701031505;2869.47
199701031506;2869.26
199701031507;2869.00
199701031508;2868.67
199701031509;2869.50
199701031510;2870.33
199701031511;2871.03
199701031512;2871.88
199701031513;2872.93
199701031514;2872.48
199701031515;2871.82
199701031516;2872.29
199701031517;2871.50
199701031518;2870.74
199701031519;2870.50
199701031520;2870.96
199701031521;2872.07
199701031522;2871.90
199701031523;2871.79
199701031524;2872.00
199701031525;2872.33
199701031526;2873.19
199701031527;2874.82
199701031528;2873.90
199701031529;2873.76
199701031530;2873.92
199701031531;2875.46
199701031532;2875.40
199701031533;2873.92
199701031534;2873.55
199701031535;2872.22
199701031536;2872.53
199701031537;2872.45
199701031538;2872.35
199701031539;2871.01
199701031540;2870.14
199701031541;2869.74
199701031542;2870.07
199701031543;2870.61
199701031544;2870.75
199701031545;2870.58
199701031546;2869.76
199701031547;2869.98
199701031548;2870.42
199701031549;2869.12
199701031550;2869.87
199701031551;2870.00
199701031552;2869.50
199701031553;2868.90
199701031554;2868.63
199701031555;2869.10
199701031556;2868.02
199701031557;2868.70
199701031558;2869.50
199701031559;2869.79
199701031600;2865.28
199701031601;2864.76
199701031602;2866.21
199701031603;2867.82
199701031604;2868.02
199701031605;2868.59
199701031606;2868.44
199701031607;2867.66
199701031608;2869.41
199701031609;2870.23
199701031610;2868.50
199701031611;2868.38
199701031612;2867.18
199701031613;2868.04
199701031614;2867.97
199701031615;2868.43
199701031616;2867.64
199701031617;2866.09
199701031618;2865.42
199701031619;2866.96
199701031620;2866.58
199701031621;2866.94
199701031622;2866.88
199701031623;2867.05
199701031624;2866.55
199701031625;2867.90
199701031626;2869.81
199701031627;2870.16
199701031628;2870.33
199701031629;2869.98
199701031630;2870.35
199701031631;2870.07
199701031632;2870.67
199701031633;2871.01
199701031634;2870.09
199701031635;2869.11
199701031636;2867.95
199701031637;2868.42
199701031638;2868.60
199701031639;2869.00
199701031640;2868.50
199701031641;2867.95
199701031642;2869.72
199701031643;2869.46
199701031644;2869.16
199701031645;2869.77
199701031646;2870.73
199701031647;2871.24
199701031648;2872.72
199701031649;2873.40
199701031650;2873.15
199701031651;2874.51
199701031652;2874.54
199701031653;2876.87
199701031654;2880.36
199701031655;2880.51
199701031656;2879.64
199701031657;2880.01
199701031658;2882.95
199701031659;2882.67
199701060909;2919.29
199701060910;2924.90
199701060911;2923.24
199701060912;2922.59
199701060913;2921.43
199701060914;2919.62
199701060915;2918.06
199701060916;2918.35
199701060917;2917.74
199701060918;2918.36
199701060919;2919.10
199701060920;2917.81
199701060921;2917.70
199701060922;2918.31
199701060923;2916.61
199701060924;2916.52
199701060925;2914.61
199701060926;2914.19
199701060927;2914.62
199701060928;2915.00
199701060929;2915.18
199701060930;2915.11
199701060931;2915.69
199701060932;2914.27
199701060933;2915.10
199701060934;2915.97
199701060935;2915.18
199701060936;2915.94
199701060937;2917.18
199701060938;2915.63
199701060939;2914.57
199701060940;2914.20
199701060941;2915.25
199701060942;2915.83
199701060943;2916.45
199701060944;2916.05
199701060945;2916.29
199701060946;2916.55
199701060947;2914.60
199701060948;2912.91
199701060949;2914.38
199701060950;2914.94
199701060951;2914.96
199701060952;2914.95
199701060953;2914.54
199701060954;2913.50
199701060955;2912.30
199701060956;2912.38
199701060957;2913.00
199701060958;2913.22
199701060959;2911.44
199701061000;2910.78
199701061001;2910.09
199701061002;2908.43
199701061003;2907.82
199701061004;2908.13
199701061005;2908.32
199701061006;2909.09
199701061007;2910.43
199701061008;2911.01
199701061009;2910.80
199701061010;2910.88
199701061011;2910.59
199701061012;2909.84
199701061013;2909.10
199701061014;2909.64
199701061015;2910.10
199701061016;2910.68
199701061017;2911.98
199701061018;2912.03
199701061019;2912.16
199701061020;2913.75
199701061021;2914.50
199701061022;2914.22
199701061023;2913.65
199701061024;2912.48
199701061025;2911.00
199701061026;2910.71
199701061027;2911.10
199701061028;2909.19
199701061029;2908.97
199701061030;2909.87
199701061031;2909.04
199701061032;2907.01
199701061033;2907.69
199701061034;2906.22
199701061035;2905.37
199701061036;2906.45
199701061037;2905.91
199701061038;2906.69
199701061039;2908.20
199701061040;2909.66
199701061041;2910.41
199701061042;2909.94
199701061043;2910.25
199701061044;2910.44
199701061045;2911.37
199701061046;2911.64
199701061047;2910.52
199701061048;2911.48
199701061049;2912.14
199701061050;2912.97
199701061051;2913.00
199701061052;2913.58
199701061053;2913.95
199701061054;2913.50
199701061055;2913.59
199701061056;2913.90
199701061057;2914.24
199701061058;2914.00
199701061059;2914.71
199701061100;2914.30
199701061101;2914.27
199701061102;2914.82
199701061103;2914.07
199701061104;2913.72
199701061105;2912.64
199701061106;2911.87
199701061107;2912.00
199701061108;2911.48
199701061109;2910.52
199701061110;2910.77
199701061111;2911.33
199701061112;2911.75
199701061113;2912.28
199701061114;2912.63
199701061115;2911.83
199701061117;2911.00
199701061118;2910.11
199701061119;2909.92
199701061120;2909.03
199701061121;2908.39
199701061122;2908.21
199701061123;2907.91
199701061124;2908.19
199701061125;2908.67
199701061126;2908.50
199701061127;2908.44
199701061128;2908.50
199701061129;2908.83
199701061130;2907.85
199701061131;2906.88
199701061132;2907.50
199701061134;2908.15
199701061135;2908.97
199701061136;2908.09
199701061137;2908.08
199701061138;2907.10
199701061139;2907.00
199701061140;2907.69
199701061141;2908.13
199701061142;2908.17
199701061143;2909.49
199701061144;2909.95
199701061145;2909.70
199701061146;2909.87
199701061147;2909.50
199701061148;2910.00
199701061149;2909.08
199701061150;2910.12
199701061151;2910.75
199701061152;2909.71
199701061153;2908.64
199701061154;2907.96
199701061155;2907.05
199701061156;2906.84
199701061157;2907.50
199701061159;2907.75
199701061200;2908.00
199701061201;2908.50
199701061202;2908.70
199701061203;2908.77
199701061204;2908.56
199701061205;2908.00
199701061206;2907.58
199701061207;2907.50
199701061208;2906.77
199701061209;2906.90
199701061210;2905.65
199701061211;2904.08
199701061212;2904.29
199701061213;2901.10
199701061214;2902.02
199701061215;2903.68
199701061216;2904.28
199701061217;2904.92
199701061218;2904.50
199701061219;2903.71
199701061220;2902.50
199701061221;2902.55
199701061222;2902.19
199701061223;2902.17
199701061224;2904.09
199701061225;2905.81
199701061226;2905.67
199701061227;2905.50
199701061228;2904.35
199701061229;2904.79
199701061230;2905.61
199701061231;2906.50
199701061232;2906.64
199701061233;2906.67
199701061234;2907.05
199701061235;2907.00
199701061236;2907.27
199701061237;2906.81
199701061238;2906.50
199701061239;2906.00
199701061240;2905.36
199701061241;2904.24
199701061242;2903.27
199701061243;2903.96
199701061244;2903.50
199701061245;2903.22
199701061246;2902.21
199701061247;2900.42
199701061248;2900.60
199701061249;2901.00
199701061250;2900.73
199701061251;2900.83
199701061252;2902.14
199701061253;2903.12
199701061254;2903.50
199701061255;2904.33
199701061256;2903.81
199701061257;2904.18
199701061258;2904.67
199701061259;2905.00
199701061300;2904.57
199701061301;2905.38
199701061302;2904.92
199701061303;2904.79
199701061304;2904.49
199701061305;2903.07
199701061306;2903.10
199701061307;2903.50
199701061309;2904.38
199701061310;2904.50
199701061312;2904.00
199701061314;2904.00
199701061315;2903.43
199701061316;2901.85
199701061317;2900.41
199701061318;2896.43
199701061319;2896.77
199701061320;2897.71
199701061321;2897.58
199701061322;2897.03
199701061323;2896.79
199701061324;2897.77
199701061325;2898.18
199701061326;2898.86
199701061327;2898.50
199701061328;2897.92
199701061329;2897.82
199701061330;2898.47
199701061331;2898.38
199701061332;2898.00
199701061334;2898.00
199701061335;2897.50
199701061336;2897.20
199701061337;2896.78
199701061338;2897.15
199701061339;2896.88
199701061340;2897.36
199701061341;2897.00
199701061342;2896.67
199701061343;2895.51
199701061344;2893.21
199701061345;2893.62
199701061346;2894.78
199701061347;2895.09
199701061348;2894.90
199701061349;2895.52
199701061350;2895.22
199701061351;2896.19
199701061352;2896.73
199701061353;2897.15
199701061354;2896.32
199701061355;2895.67
199701061356;2896.00
199701061357;2896.00
199701061358;2897.31
199701061359;2897.95
199701061400;2897.70
199701061401;2897.50
199701061402;2897.00
199701061403;2897.31
199701061404;2898.36
199701061405;2899.25
199701061406;2900.18
199701061407;2899.50
199701061408;2900.00
199701061409;2899.00
199701061410;2898.13
199701061411;2898.00
199701061412;2898.00
199701061413;2898.00
199701061414;2898.00
199701061415;2898.00
199701061416;2898.68
199701061417;2898.59
199701061418;2897.50
199701061420;2896.06
199701061421;2895.96
199701061422;2896.50
199701061423;2896.00
199701061424;2896.50
199701061425;2895.96
199701061426;2896.33
199701061427;2896.35
199701061428;2897.00
199701061429;2896.50
199701061430;2896.50
199701061431;2897.08
199701061432;2897.66
199701061433;2898.21
199701061434;2899.00
199701061435;2899.00
199701061436;2900.12
199701061437;2900.12
199701061438;2900.90
199701061439;2900.47
199701061441;2900.35
199701061442;2902.62
199701061443;2902.46
199701061444;2901.17
199701061445;2900.86
199701061446;2900.96
199701061447;2901.65
199701061448;2901.51
199701061449;2901.91
199701061450;2902.39
199701061451;2901.41
199701061453;2902.43
199701061454;2902.33
199701061455;2902.11
199701061456;2900.52
199701061457;2900.63
199701061458;2900.05
199701061459;2899.08
199701061500;2899.65
199701061501;2900.42
199701061502;2901.04
199701061503;2900.29
199701061505;2903.68
199701061506;2903.14
199701061507;2903.25
199701061508;2903.84
199701061510;2904.29
199701061511;2903.75
199701061512;2903.50
199701061513;2903.00
199701061514;2902.06
199701061515;2900.55
199701061516;2899.98
199701061517;2900.07
199701061518;2901.00
199701061519;2900.83
199701061520;2899.51
199701061521;2898.19
199701061522;2898.00
199701061523;2898.00
199701061524;2896.64
199701061525;2896.02
199701061526;2896.87
199701061527;2897.33
199701061528;2895.77
199701061529;2895.88
199701061530;2894.72
199701061531;2895.82
199701061532;2898.05
199701061533;2899.13
199701061534;2900.51
199701061535;2901.84
199701061536;2900.69
199701061537;2899.90
199701061538;2901.31
199701061539;2903.22
199701061540;2903.53
199701061541;2902.07
199701061542;2900.93
199701061543;2901.68
199701061544;2900.32
199701061545;2898.10
199701061546;2898.81
199701061547;2898.64
199701061548;2897.13
199701061549;2897.04
199701061550;2897.23
199701061551;2897.01
199701061552;2897.00
199701061553;2898.82
199701061554;2898.84
199701061555;2899.25
199701061556;2899.52
199701061557;2898.96
199701061558;2897.54
199701061559;2897.23
199701061600;2896.64
199701061601;2897.06
199701061602;2900.52
199701061603;2899.70
199701061604;2900.71
199701061605;2899.02
199701061606;2899.55
199701061607;2901.19
199701061608;2900.61
199701061609;2900.50
199701061610;2899.35
199701061611;2899.48
199701061612;2899.50
199701061613;2898.67
199701061614;2898.91
199701061615;2898.08
199701061616;2897.86
199701061617;2899.69
199701061618;2900.90
199701061619;2902.54
199701061620;2902.54
199701061621;2903.80
199701061622;2903.07
199701061623;2901.78
199701061624;2901.65
199701061625;2904.02
199701061626;2903.06
199701061627;2901.37
199701061628;2900.32
199701061629;2901.15
199701061630;2900.85
199701061631;2901.86
199701061632;2902.77
199701061633;2900.54
199701061634;2900.25
199701061635;2902.10
199701061636;2905.43
199701061637;2905.79
199701061638;2906.74
199701061639;2908.03
199701061640;2907.20
199701061641;2908.11
199701061642;2909.67
199701061643;2908.77
199701061644;2908.23
199701061645;2907.80
199701061646;2907.47
199701061647;2907.92
199701061648;2907.83
199701061649;2906.52
199701061650;2907.54
199701061651;2906.47
199701061652;2905.55
199701061653;2906.07
199701061654;2903.91
199701061655;2904.33
199701061656;2905.47
199701061657;2905.57
199701061658;2905.57
199701061659;2906.69
199701070902;2890.75
199701070903;2889.12
199701070904;2888.14
199701070905;2888.45
199701070906;2890.09
199701070907;2892.16
199701070908;2892.20
199701070909;2890.80
199701070910;2890.29
199701070911;2889.65
199701070912;2890.64
199701070913;2891.68
199701070914;2891.67
199701070915;2893.89
199701070916;2894.93
199701070917;2894.77
199701070918;2895.63
199701070919;2895.97
199701070920;2896.78
199701070921;2896.12
199701070922;2895.16
199701070923;2895.34
199701070924;2895.19
199701070925;2895.00
199701070926;2894.34
199701070927;2894.32
199701070928;2893.92
199701070929;2893.88
199701070930;2893.57
199701070931;2894.85
199701070932;2896.04
199701070933;2896.53
199701070934;2895.95
199701070935;2896.00
199701070936;2896.93
199701070937;2896.35
199701070938;2895.93
199701070939;2896.00
199701070940;2895.11
